req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03473,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,鍝嶅簲鐘舵€佺爜,鍝嶅簲鐘舵€佺爜,1081,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03474,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,鍝嶅簲浣?- 鑰楁椂,鍝嶅簲浣?- 鑰楁椂,1082,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03478,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,`WebhookForm.tsx`,`WebhookForm.tsx`,1173,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03480,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,前端组件,创建/编辑 Webhook 表单,创建/编辑 Webhook 表单,1173,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03481,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,`WebhookCard.tsx`,`WebhookCard.tsx`,1174,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03482,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,宓屽叆鍦?WebhookList 涓?,宓屽叆鍦?WebhookList 涓?,1174,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03483,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,单个 Webhook 卡片,单个 Webhook 卡片,1174,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03487,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,`WebhookLogs.tsx`,`WebhookLogs.tsx`,1176,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03488,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,`/console/webhooks/:id/logs`,`/console/webhooks/:id/logs`,1176,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03489,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,鎶曢€掓棩蹇楀垪琛?,鎶曢€掓棩蹇楀垪琛?,1176,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
