req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03279,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,POST /api/v1/me/stats/export:,POST /api/v1/me/stats/export:,686,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03280,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,1. 鏍￠獙 JWT 鈫?鎻愬彇 userId,1. 鏍￠獙 JWT 鈫?鎻愬彇 userId,687,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03285,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,降级轮询,7. 文件命名：export_{userId}_{timestamp}_{hash}.{csv|json},7. 文件命名：export_{userId}_{timestamp}_{hash}.{csv|json},692,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03351,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,interface UserPlaygroundProps {,interface UserPlaygroundProps {,859,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03352,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,apiKeys: ApiKey[];,apiKeys: ApiKey[];,860,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03353,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,models: Model[];,models: Model[];,861,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03354,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,defaultKey?: string;,defaultKey?: string;,862,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03355,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,defaultModel?: string;,defaultModel?: string;,863,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03357,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,interface RequestEditorProps {,interface RequestEditorProps {,867,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03358,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,selectedKey: string;,selectedKey: string;,868,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
