req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03917,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,interface BatchAction {,interface BatchAction {,2013,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03918,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,key: string;,key: string;,1592;2014,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03919,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,label: string;,label: string;,1593;2015,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03920,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,variant: 'primary' | 'danger' | 'default';,variant: 'primary' | 'danger' | 'default';,2016,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03921,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,confirmMessage?: string;,confirmMessage?: string;,2017,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03922,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,前端组件,// 二次确认文案,// 二次确认文案,2017,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03924,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,鈹溾攢鈹€ 瀵煎嚭涓?CSV,鈹溾攢鈹€ 瀵煎嚭涓?CSV,2038,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03925,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,鈹溾攢鈹€ 瀵煎嚭涓?JSON,鈹溾攢鈹€ 瀵煎嚭涓?JSON,2039,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03927,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,前端组件,点击导出后：,点击导出后：,2042,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03932,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,前端组件,// 统一导出接口,// 统一导出接口,2062,162;287;364;464;537;658;855;1168;1334;1572;1704;1796;1883;1944;2002;2077,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
