req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-00584,user-agent,docs/PRD-用户体系.md,source_section,2.2.2 模型中心 `/console/models`,**测试记录**,**测试记录**,760,628,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00585,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.2.2 模型中心 `/console/models`,字段,字段,128;166;201;203;399;530;532;649;651;762;781;807;809;842;987;1297;1299,628,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00594,user-agent,docs/PRD-用户体系.md,source_section,2.2.2 模型中心 `/console/models`,**Playground 计费规则**,**Playground 计费规则**,769,628,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00595,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.2.2 模型中心 `/console/models`,Playground 中的调用**真实计费**（不是模拟）,Playground 中的调用**真实计费**（不是模拟）,770,628,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00596,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.2.2 模型中心 `/console/models`,调用前展示预估费用确认弹窗（费用 > ¥0.01 时）,调用前展示预估费用确认弹窗（费用 > ¥0.01 时）,771,628,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00598,user-agent,docs/PRD-用户体系.md,source_section,2.2.2 模型中心 `/console/models`,Playground 消费计入正常消费流水,Playground 消费计入正常消费流水,773,628,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00599,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,Key 列表,**表格字段**,**表格字段**,781,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00601,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,20%,20%,997,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00605,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,25%,25%,277,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00608,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,15%,15%,991,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00613,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,鐘舵€,鐘舵€,993,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00614,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,10%,10%,791;996;1063,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00619,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,浠婃棩璋冪敤閲,浠婃棩璋冪敤閲,341;791,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00621,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,鏁板€,鏁板€,341;791,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00622,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,操作,操作,40;74;75;76;77;78;79;83;84;371;579;884;1022,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00625,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,**绛涢€夊櫒**,**绛涢€夊櫒**,794,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00628,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,说明,说明,40;52;743;753;1022,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00638,user-agent,docs/PRD-用户体系.md,source_section,Key 列表,搜索,搜索,635;672,779,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00641,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,创建 Key 弹窗,**弹窗字段**,**弹窗字段**,807,805,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00651,user-agent,docs/PRD-用户体系.md,source_section,创建 Key 弹窗,IP 鐧藉悕鍗,IP 鐧藉悕鍗,919,805,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00654,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,创建 Key 弹窗,**创建成功后的处理**,**创建成功后的处理**,816,805,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00655,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,创建 Key 弹窗,**安全约束**,**安全约束**,830,805,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00665,user-agent,docs/PRD-用户体系.md,source_quote;atomic_assertion,编辑 Key,可修改：延长/缩短/取消,可修改：延长/缩短/取消,846,838,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
