req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-00837,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.2.7 消费明细 / 余额变动 `/console/transactions`,| 请求 ID | `req_xxxxx`（可复制）|,| 请求 ID | `req_xxxxx`（可复制）|,1214,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00838,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.2.7 消费明细 / 余额变动 `/console/transactions`,**余额变动流水**,**余额变动流水**,1216,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00839,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,说明,说明,40;52;743;753;1022,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00841,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,`2026-07-26 11:35`,`2026-07-26 11:35`,1220,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00842,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,类型,类型,77;78;292;1095,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00844,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.2.7 消费明细 / 余额变动 `/console/transactions`,变动金额,变动金额,1222,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00846,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,鍙樺姩鍓嶄綑棰,鍙樺姩鍓嶄綑棰,1223,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00847,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,`¥134.50`,`¥134.50`,1223,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00848,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,鍙樺姩鍚庝綑棰,鍙樺姩鍚庝綑棰,1224,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00849,user-agent,docs/PRD-用户体系.md,source_section,2.2.7 消费明细 / 余额变动 `/console/transactions`,`¥234.50`,`¥234.50`,1224,1201,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
