req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03006,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,**Step 1：欢迎与介绍（全屏模态弹窗）**,**Step 1：欢迎与介绍（全屏模态弹窗）**,44,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03017,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,创建成功后：,创建成功后：,56,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03018,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,创建弹窗关闭,创建弹窗关闭,57,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03023,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,自动跳转到模型列表页 `/console/models,自动跳转到模型列表页 `/console/models,63,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03041,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,展示三个语言标签切换：Python | JavaScript | cURL,展示三个语言标签切换：Python | JavaScript | cURL,83,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03044,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,JavaScript：`import { ThreeCloud } from '3cloud-sdk';,JavaScript：`import { ThreeCloud } from '3cloud-sdk';,85,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03046,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,"cURL：`curl https://api.3cloud.dev/v1/chat/completions -H ""Authorization: Bearer sk-3c-xxx"" ...","cURL：`curl https://api.3cloud.dev/v1/chat/completions -H ""Authorization: Bearer sk-3c-xxx"" ...",86,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03072,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,边界条件,显示友好错误提示 + 解决方案建议 + [重试] 按钮 + 允许跳过,显示友好错误提示 + 解决方案建议 + [重试] 按钮 + 允许跳过,202,196;943;1179;1382;1607;1817,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03083,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,验收标准,AC-1,AC-1,722,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03086,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,验收标准,AC-2,AC-2,729,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03089,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,验收标准,AC-3,AC-3,1199,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03092,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,验收标准,AC-4,AC-4,1399;1406;1625,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03118,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,本月剩余天数 = DAY(LAST_DAY(NOW())) - DAY(NOW()) + 1,本月剩余天数 = DAY(LAST_DAY(NOW())) - DAY(NOW()) + 1,254,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03129,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,"""forecastUsagePercent"": 57.9, // 预估/预算","""forecastUsagePercent"": 57.9, // 预估/预算",277,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03149,user-agent,docs/SPEC-§22-用户端体验增强.md,source_quote;atomic_assertion,完成能力 / 展示效果,**告警分类与展示：**,**告警分类与展示：**,318,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03166,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"export const userAlerts = pgTable(""user_alerts"", {","export const userAlerts = pgTable(""user_alerts"", {",407,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03167,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"id: serial(""id"").primaryKey(),","id: serial(""id"").primaryKey(),",408;1088;1110;1129;1287;1452;1762,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03168,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"userId: integer(""user_id"").notNull().references(() => users.id),","userId: integer(""user_id"").notNull().references(() => users.id),",409;1089,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03169,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"type: varchar(""type"", { length: 30 }).notNull(),","type: varchar(""type"", { length: 30 }).notNull(),",410,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
